serial_number,order_id,customer_id,customer_name,Gender,email,phone_number,address,product_id,product_name,product_category,supplier_id,supplier_name,supplier_phone,supplier_email,inventory_id,location,stock_quantity,quantity,unit_price,order_date,order_status,remaining_stock
236,108,99,Daniel Medina,Male,ana92@hale.net,4204394070,"510 Dillon Run Suite 368, West Toddside, HI 26567",110,Character Others,Electronics,17,"Hernandez, Anderson and Parker",5331586923,theresacochran@johnson-doyle.com,110,Store 1,232,2,53.22,2025-07-17,Shipped,232
237,109,153,Lori Meadows,Female,josechristian@gmail.com,(969)421-5291x0867,"33344 Reyes Meadows Apt. 934, South Henry, FL 04272",151,Sure Health,Sports,28,"Gould, Marshall and Scott",(299)124-1904x966,charlesvaughn@sanchez.org,151,Warehouse B,300,2,235.17,2025-07-11,Delivered,300
238,110,153,Lori Meadows,Female,josechristian@gmail.com,(969)421-5291x0867,"33344 Reyes Meadows Apt. 934, South Henry, FL 04272",272,Probably Table,Grocery,18,Pham-Shields,421.607.3375,lori33@keller.com,272,Warehouse A,432,1,210.61,2025-07-27,Delivered,432
239,110,153,Lori Meadows,Female,josechristian@gmail.com,(969)421-5291x0867,"33344 Reyes Meadows Apt. 934, South Henry, FL 04272",288,Kid Color,Grocery,1,"Rodriguez, Figueroa and Sanchez",(181)960-0133,hoffmanjennifer@gardner.com,288,Warehouse A,389,2,209.56,2025-07-27,Delivered,389
240,110,153,Lori Meadows,Female,josechristian@gmail.com,(969)421-5291x0867,"33344 Reyes Meadows Apt. 934, South Henry, FL 04272",59,Ok Set,Grocery,34,Wilson-Jones,190.229.4131x8699,kimberlyjames@evans-chapman.biz,59,Store 2,118,1,68.15,2025-07-27,Delivered,118
241,110,153,Lori Meadows,Female,josechristian@gmail.com,(969)421-5291x0867,"33344 Reyes Meadows Apt. 934, South Henry, FL 04272",229,Cold Himself,Grocery,42,Hall-Rowe,5766270289,molly71@lozano.com,229,Store 1,232,1,226.85,2025-07-27,Delivered,232
242,110,153,Lori Meadows,Female,josechristian@gmail.com,(969)421-5291x0867,"33344 Reyes Meadows Apt. 934, South Henry, FL 04272",125,Prepare Appear,Sports,48,Davis-Foster,817-549-6513x709,rose31@colon.biz,125,Warehouse A,59,1,392.28,2025-07-27,Delivered,59
243,111,354,Michael Evans,Female,jared69@hotmail.com,990.707.5504x7681,"706 Sydney Trace Apt. 748, North Johnville, MS 98680",165,Road Wide,Home,16,Walters LLC,0524278680,jonesnicole@gardner.org,165,Warehouse A,269,1,219.4,2025-11-11,Delivered,269
244,111,354,Michael Evans,Female,jared69@hotmail.com,990.707.5504x7681,"706 Sydney Trace Apt. 748, North Johnville, MS 98680",59,Ok Set,Grocery,34,Wilson-Jones,190.229.4131x8699,kimberlyjames@evans-chapman.biz,59,Store 2,118,3,61.66,2025-11-11,Delivered,118
245,112,246,Amy Nelson,Male,wongjessica@lee-lopez.com,+1-489-786-1031x310,"PSC 9431, Box 8143, APO AP 92187",145,Account Modern,Toys,20,Lam-Lee,6088356159,elizabeth14@parker.com,145,Warehouse B,46,4,335.11,2025-08-12,Delivered,46
246,113,370,Lydia Watson,Other,ncook@yahoo.com,(954)508-9177x680,"65742 Kathleen Flat, New Patrickfurt, AZ 06269",192,Particularly List,Beauty,22,"Miller, Robertson and Schultz",134-332-0037x91769,jennifercruz@sanchez-douglas.com,192,Store 2,160,4,135.6,2025-07-24,Shipped,160
247,113,370,Lydia Watson,Other,ncook@yahoo.com,(954)508-9177x680,"65742 Kathleen Flat, New Patrickfurt, AZ 06269",250,Tax Care,Grocery,26,Robinson-Graham,6562729806,millerroy@white-green.com,250,Warehouse B,392,2,41.67,2025-07-24,Shipped,392
248,113,370,Lydia Watson,Other,ncook@yahoo.com,(954)508-9177x680,"65742 Kathleen Flat, New Patrickfurt, AZ 06269",152,Away Industry,Clothing,29,Hogan PLC,5865185067,hamiltonmichael@zimmerman-graham.net,152,Warehouse B,416,1,258.03,2025-07-24,Shipped,416
249,113,370,Lydia Watson,Other,ncook@yahoo.com,(954)508-9177x680,"65742 Kathleen Flat, New Patrickfurt, AZ 06269",165,Road Wide,Home,16,Walters LLC,0524278680,jonesnicole@gardner.org,165,Warehouse A,269,3,230.95,2025-07-24,Shipped,269
250,114,294,Becky Foster,Male,duncangregory@wang.biz,+1-653-694-5515,"67747 Sandra Fall Suite 408, Kathrynburgh, CT 50747",86,Plan Forget,Electronics,38,Ortiz-Morris,256-746-8071,johnny16@bryan.info,86,Store 1,317,2,375.25,2025-11-04,Delivered,317
251,114,294,Becky Foster,Male,duncangregory@wang.biz,+1-653-694-5515,"67747 Sandra Fall Suite 408, Kathrynburgh, CT 50747",34,When Trial,Beauty,28,"Gould, Marshall and Scott",(299)124-1904x966,charlesvaughn@sanchez.org,34,Warehouse A,332,1,184.19,2025-11-04,Delivered,332
252,114,294,Becky Foster,Male,duncangregory@wang.biz,+1-653-694-5515,"67747 Sandra Fall Suite 408, Kathrynburgh, CT 50747",110,Character Others,Electronics,17,"Hernandez, Anderson and Parker",5331586923,theresacochran@johnson-doyle.com,110,Store 1,232,2,48.16,2025-11-04,Delivered,232
253,114,294,Becky Foster,Male,duncangregory@wang.biz,+1-653-694-5515,"67747 Sandra Fall Suite 408, Kathrynburgh, CT 50747",54,Law Bit,Garden,35,Carroll-Brown,001-133-412-3281x2067,ocarter@mann-warner.info,54,Warehouse B,289,3,68.55,2025-11-04,Delivered,289
254,115,203,Maurice Solis,Male,kyle14@berry.com,001-605-233-0276x420,"7566 Allison Haven Suite 386, East Marcusshire, AR 93508",223,Send Become,Sports,14,Stewart-Walton,079-911-8384,sarahibarra@wood.info,223,Warehouse B,92,2,399.93,2025-08-11,Cancelled,92
255,115,203,Maurice Solis,Male,kyle14@berry.com,001-605-233-0276x420,"7566 Allison Haven Suite 386, East Marcusshire, AR 93508",79,Religious Can,Clothing,49,Taylor Inc,711-382-6758x6926,basschristina@johnson-wood.info,79,Warehouse A,140,2,87.32,2025-08-11,Cancelled,140
256,116,75,Terry Ward,Other,ckeith@hotmail.com,184-498-9266x59184,"655 Sparks Rapids, New Nicolemouth, IN 10605",170,Need Bar,Clothing,49,Taylor Inc,711-382-6758x6926,basschristina@johnson-wood.info,170,Warehouse B,231,4,420.73,2025-07-28,Pending,231
257,116,75,Terry Ward,Other,ckeith@hotmail.com,184-498-9266x59184,"655 Sparks Rapids, New Nicolemouth, IN 10605",45,Fund Political,Garden,49,Taylor Inc,711-382-6758x6926,basschristina@johnson-wood.info,45,Warehouse B,227,1,256.3,2025-07-28,Pending,227
258,117,366,Ann Moon,Female,wrightalicia@chavez-carter.biz,236-428-1319x092,"2303 Carlos Courts Suite 281, Transtad, HI 20518",129,Mention Policy,Sports,30,"Nelson, Morton and Medina",769.453.1473x7996,anthony52@lewis-salinas.com,129,Warehouse B,300,3,156.07,2025-06-04,Shipped,300
259,118,227,Amanda Adams,Female,uwilliams@harding.com,001-468-356-5215x68182,"9042 Faith Common Apt. 332, New Zachary, PA 85880",117,Growth Coach,Garden,24,Manning Group,434.873.4714x345,patricia12@hall.com,117,Warehouse B,468,5,228.63,2025-10-29,Shipped,468
260,118,227,Amanda Adams,Female,uwilliams@harding.com,001-468-356-5215x68182,"9042 Faith Common Apt. 332, New Zachary, PA 85880",209,Top Believe,Home,39,Brown-Stone,+1-770-348-2477x109,jennifercollins@tran.com,209,Warehouse A,180,1,379.17,2025-10-29,Shipped,180
261,119,246,Amy Nelson,Male,wongjessica@lee-lopez.com,+1-489-786-1031x310,"PSC 9431, Box 8143, APO AP 92187",208,Quite Treat,Toys,50,Sampson-Foley,585-064-3171,darleneharper@williams.com,208,Store 1,307,1,404.6,2025-07-08,Shipped,307
262,119,246,Amy Nelson,Male,wongjessica@lee-lopez.com,+1-489-786-1031x310,"PSC 9431, Box 8143, APO AP 92187",162,Congress Suddenly,Home,50,Sampson-Foley,585-064-3171,darleneharper@williams.com,162,Warehouse B,8,3,390.32,2025-07-08,Shipped,8
263,120,276,Luis Wells,Male,saundersjohnathan@yang-flowers.com,996-043-8787x53577,"61620 April Crossing, East Samuel, AZ 56099",61,View Drive,Clothing,38,Ortiz-Morris,256-746-8071,johnny16@bryan.info,61,Store 1,235,1,296.28,2025-07-23,Delivered,235
264,121,357,Austin Baker,Female,pmorales@gmail.com,021-923-7858,"296 Anita Fort, East Kevin, UT 51712",33,Short Step,Toys,35,Carroll-Brown,001-133-412-3281x2067,ocarter@mann-warner.info,33,Store 2,173,1,374.77,2025-07-23,Shipped,173
265,121,357,Austin Baker,Female,pmorales@gmail.com,021-923-7858,"296 Anita Fort, East Kevin, UT 51712",38,Ask Measure,Beauty,25,"Lewis, Perry and Rivera",603.669.0967x054,acastaneda@adkins.com,38,Store 2,320,2,314.96,2025-07-23,Shipped,320
266,122,316,Steven Rodriguez,Female,trichards@hotmail.com,438.119.9537x6601,"448 Barnes Villages Suite 510, Lake Lindabury, NM 29518",55,Student Science,Garden,31,Beard-Haynes,808-313-6783x777,davisjeffrey@sanchez.net,55,Warehouse B,87,2,143.01,2025-10-12,Shipped,87
267,122,316,Steven Rodriguez,Female,trichards@hotmail.com,438.119.9537x6601,"448 Barnes Villages Suite 510, Lake Lindabury, NM 29518",155,After Machine,Clothing,49,Taylor Inc,711-382-6758x6926,basschristina@johnson-wood.info,155,Warehouse B,141,3,338.03,2025-10-12,Shipped,141
268,122,316,Steven Rodriguez,Female,trichards@hotmail.com,438.119.9537x6601,"448 Barnes Villages Suite 510, Lake Lindabury, NM 29518",145,Account Modern,Toys,20,Lam-Lee,6088356159,elizabeth14@parker.com,145,Warehouse B,46,1,318.35,2025-10-12,Shipped,46
269,122,316,Steven Rodriguez,Female,trichards@hotmail.com,438.119.9537x6601,"448 Barnes Villages Suite 510, Lake Lindabury, NM 29518",196,Future Treat,Electronics,5,"Baker, Richards and Hurst",(532)871-0122x6916,dcarlson@king.com,196,Warehouse A,34,3,359.43,2025-10-12,Shipped,34
270,123,26,Rachel Hayes,Female,angela66@frazier.biz,943-114-2626,"04754 David Ferry, Coleside, MT 14039",16,Recent Trial,Sports,41,Campbell LLC,001-972-787-5588,ugibson@pollard.org,16,Warehouse B,445,2,276.25,2025-11-02,Delivered,445
271,123,26,Rachel Hayes,Female,angela66@frazier.biz,943-114-2626,"04754 David Ferry, Coleside, MT 14039",81,Tv Reduce,Electronics,26,Robinson-Graham,6562729806,millerroy@white-green.com,81,Store 2,466,2,86.5,2025-11-02,Delivered,466
272,123,26,Rachel Hayes,Female,angela66@frazier.biz,943-114-2626,"04754 David Ferry, Coleside, MT 14039",70,Matter Audience,Grocery,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,70,Store 1,353,6,410.97,2025-11-02,Delivered,353
273,124,116,Shannon English,Other,shawncoleman@yahoo.com,(532)690-9738x4689,"751 Nixon Common, Lake Jessica, WV 37125",280,East None,Beauty,12,"Higgins, Moore and Phillips",9805009788,brianromero@jones.com,280,Warehouse A,39,3,335.18,2025-10-25,Shipped,39
274,124,116,Shannon English,Other,shawncoleman@yahoo.com,(532)690-9738x4689,"751 Nixon Common, Lake Jessica, WV 37125",74,Size Single,Grocery,35,Carroll-Brown,001-133-412-3281x2067,ocarter@mann-warner.info,74,Warehouse B,54,3,78.11,2025-10-25,Shipped,54
275,124,116,Shannon English,Other,shawncoleman@yahoo.com,(532)690-9738x4689,"751 Nixon Common, Lake Jessica, WV 37125",192,Particularly List,Beauty,22,"Miller, Robertson and Schultz",134-332-0037x91769,jennifercruz@sanchez-douglas.com,192,Store 2,160,2,142.74,2025-10-25,Shipped,160
276,125,52,Jacob James,Other,cwilliams@baker-hood.org,2115869380,"793 Evans Locks Apt. 898, North Stacy, HI 22411",285,Specific Father,Electronics,26,Robinson-Graham,6562729806,millerroy@white-green.com,285,Store 1,74,4,230.14,2025-08-28,Shipped,74
277,125,52,Jacob James,Other,cwilliams@baker-hood.org,2115869380,"793 Evans Locks Apt. 898, North Stacy, HI 22411",64,Inside Just,Sports,3,"Lee, Jones and Stanley",001-413-164-7525x53419,amandasanchez@gray-mayo.net,64,Store 1,461,1,40.07,2025-08-28,Shipped,461
278,126,242,Laura Smith,Other,david60@hotmail.com,050.171.6445x56185,"4771 Pace Cove, East Brandontown, CT 42818",202,Perhaps Arrive,Home,39,Brown-Stone,+1-770-348-2477x109,jennifercollins@tran.com,202,Store 1,300,2,390.01,2025-06-09,Delivered,300
279,127,71,Christopher King,Male,rhondarussell@mccoy-hamilton.com,(180)919-0158x1449,"6072 Derek Lock Suite 245, New Nancyberg, AZ 01160",177,Daughter Western,Sports,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,177,Store 2,251,1,273.59,2025-05-16,Cancelled,251
280,128,81,Kelly Mclaughlin,Male,dunnjessica@herman.com,937.690.4268,"451 Walter Via, Heatherfurt, NJ 32387",263,Story Blood,Toys,31,Beard-Haynes,808-313-6783x777,davisjeffrey@sanchez.net,263,Store 2,294,3,21.16,2025-08-27,Delivered,294
281,128,81,Kelly Mclaughlin,Male,dunnjessica@herman.com,937.690.4268,"451 Walter Via, Heatherfurt, NJ 32387",83,Land Trip,Toys,30,"Nelson, Morton and Medina",769.453.1473x7996,anthony52@lewis-salinas.com,83,Warehouse B,397,2,214.39,2025-08-27,Delivered,397
282,129,244,Kelly Allen,Male,ubray@hotmail.com,314.415.8331x1703,"6371 Clark Ramp, Kathleenport, NH 86391",130,Letter Join,Clothing,15,"Warner, Carr and Archer",+1-808-412-4118x2449,jenniferharris@farrell.com,130,Store 2,453,1,16.71,2025-09-14,Delivered,453
283,130,388,Laura Middleton,Female,amadden@benjamin.net,(950)732-1464x49369,"67933 Williams Junction Suite 738, Trevorchester, AK 90905",291,Certainly Turn,Toys,14,Stewart-Walton,079-911-8384,sarahibarra@wood.info,291,Store 1,348,1,276.86,2025-07-27,Shipped,348
284,131,331,Barbara Walker,Other,smithmadison@pineda-newman.com,+1-967-379-4577x27853,"4250 Trujillo Divide, South Robertside, IN 53222",282,Table Still,Sports,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,282,Store 1,463,3,155.72,2025-05-30,Delivered,463
285,131,331,Barbara Walker,Other,smithmadison@pineda-newman.com,+1-967-379-4577x27853,"4250 Trujillo Divide, South Robertside, IN 53222",282,Table Still,Sports,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,282,Store 1,463,1,163.92,2025-05-30,Delivered,463
286,131,331,Barbara Walker,Other,smithmadison@pineda-newman.com,+1-967-379-4577x27853,"4250 Trujillo Divide, South Robertside, IN 53222",149,Month Operation,Toys,12,"Higgins, Moore and Phillips",9805009788,brianromero@jones.com,149,Warehouse B,402,1,206.01,2025-05-30,Delivered,402
287,131,331,Barbara Walker,Other,smithmadison@pineda-newman.com,+1-967-379-4577x27853,"4250 Trujillo Divide, South Robertside, IN 53222",129,Mention Policy,Sports,30,"Nelson, Morton and Medina",769.453.1473x7996,anthony52@lewis-salinas.com,129,Warehouse B,300,2,156.07,2025-05-30,Delivered,300
288,132,46,James Simmons MD,Female,joshua20@harvey.biz,+1-701-462-6383,"5787 Durham Parkway, Paulburgh, MD 78766",298,Because Source,Garden,42,Hall-Rowe,5766270289,molly71@lozano.com,298,Warehouse A,180,1,239.11,2025-10-28,Delivered,180
289,133,274,Danielle Smith,Female,masonlacey@moore.com,304.166.2411,"08921 Lee Rest Suite 568, West Joshuaborough, KS 86490",183,Child Establish,Clothing,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,183,Store 2,232,3,246.67,2025-05-24,Delivered,232
290,133,274,Danielle Smith,Female,masonlacey@moore.com,304.166.2411,"08921 Lee Rest Suite 568, West Joshuaborough, KS 86490",121,Out Pick,Beauty,36,Mcdaniel LLC,+1-936-183-2421x0249,scott74@powell.info,121,Store 2,332,3,487.05,2025-05-24,Delivered,332
291,133,274,Danielle Smith,Female,masonlacey@moore.com,304.166.2411,"08921 Lee Rest Suite 568, West Joshuaborough, KS 86490",146,Continue Carry,Beauty,21,"Martinez, Fisher and Bentley",+1-299-468-0443x69957,nramos@kennedy.com,146,Warehouse A,328,1,350.12,2025-05-24,Delivered,328
292,133,274,Danielle Smith,Female,masonlacey@moore.com,304.166.2411,"08921 Lee Rest Suite 568, West Joshuaborough, KS 86490",100,Republican Question,Toys,14,Stewart-Walton,079-911-8384,sarahibarra@wood.info,100,Store 1,495,2,74.1,2025-05-24,Delivered,495
293,133,274,Danielle Smith,Female,masonlacey@moore.com,304.166.2411,"08921 Lee Rest Suite 568, West Joshuaborough, KS 86490",249,Operation However,Home,31,Beard-Haynes,808-313-6783x777,davisjeffrey@sanchez.net,249,Warehouse B,154,3,391.35,2025-05-24,Delivered,154
294,134,90,Kathleen Watson,Other,christopher20@rowe-jones.info,(346)013-6730,"376 Mayer Estate, Lake Sharonhaven, KS 63576",157,Parent Laugh,Clothing,3,"Lee, Jones and Stanley",001-413-164-7525x53419,amandasanchez@gray-mayo.net,157,Warehouse B,408,2,492.05,2025-08-29,Delivered,408
295,135,91,Christina Clay,Other,youngryan@jackson.org,630-097-9251,"95005 Jacqueline Turnpike Apt. 273, Tinastad, NV 96601",187,Reality Bag,Electronics,9,Palmer LLC,+1-738-299-7376x31165,ujenkins@nunez.com,187,Warehouse B,454,3,476.63,2025-05-24,Cancelled,454
296,135,91,Christina Clay,Other,youngryan@jackson.org,630-097-9251,"95005 Jacqueline Turnpike Apt. 273, Tinastad, NV 96601",220,Assume Little,Clothing,29,Hogan PLC,5865185067,hamiltonmichael@zimmerman-graham.net,220,Store 1,139,2,376.49,2025-05-24,Cancelled,139
297,136,204,Matthew Ray,Male,jcarter@gmail.com,305.912.6620,"01859 Booker Road Suite 301, South Tracy, PA 23109",127,Expert Level,Home,45,Estrada-Nolan,482.175.9464x743,gcastaneda@james.org,127,Store 2,198,1,194.36,2025-09-18,Shipped,198
298,137,384,Robert Sullivan,Male,erik83@cook.org,001-107-322-8360x849,"8306 Christina Loaf, Port Allison, DC 53522",224,Mother Race,Toys,22,"Miller, Robertson and Schultz",134-332-0037x91769,jennifercruz@sanchez-douglas.com,224,Store 2,289,1,462.8,2025-07-28,Delivered,289
299,137,384,Robert Sullivan,Male,erik83@cook.org,001-107-322-8360x849,"8306 Christina Loaf, Port Allison, DC 53522",185,Play Claim,Sports,25,"Lewis, Perry and Rivera",603.669.0967x054,acastaneda@adkins.com,185,Warehouse B,436,1,336.09,2025-07-28,Delivered,436
300,137,384,Robert Sullivan,Male,erik83@cook.org,001-107-322-8360x849,"8306 Christina Loaf, Port Allison, DC 53522",170,Need Bar,Clothing,49,Taylor Inc,711-382-6758x6926,basschristina@johnson-wood.info,170,Warehouse B,231,1,399.69,2025-07-28,Delivered,231
301,138,5,Jessica Norris,Other,wwilliams@hotmail.com,(401)658-2029x70213,"6909 Erika Land Suite 719, New Michael, SD 37029",184,Decade Consumer,Beauty,18,Pham-Shields,421.607.3375,lori33@keller.com,184,Warehouse A,50,1,257.66,2025-07-30,Delivered,50
302,138,5,Jessica Norris,Other,wwilliams@hotmail.com,(401)658-2029x70213,"6909 Erika Land Suite 719, New Michael, SD 37029",250,Tax Care,Grocery,26,Robinson-Graham,6562729806,millerroy@white-green.com,250,Warehouse B,392,1,41.67,2025-07-30,Delivered,392
303,139,55,Richard Warren,Male,jameswhitaker@wright.com,(345)786-1035x797,"855 Mary Green Apt. 406, East Melissaborough, IN 85354",42,Seem Where,Home,22,"Miller, Robertson and Schultz",134-332-0037x91769,jennifercruz@sanchez-douglas.com,42,Warehouse A,116,2,157.79,2025-08-08,Shipped,116
304,140,329,Brian Perez,Female,christophersteele@gmail.com,695.727.9083,"90254 Michael Flats Apt. 662, Williambury, SC 25973",72,Bed Better,Sports,47,"Anderson, Browning and Murphy",(232)858-8424x74517,taylortammy@ramsey.net,72,Store 2,101,1,401.29,2025-10-01,Delivered,101
305,140,329,Brian Perez,Female,christophersteele@gmail.com,695.727.9083,"90254 Michael Flats Apt. 662, Williambury, SC 25973",135,Message New,Toys,8,"Collins, Carney and Santos",871.331.5098x393,jonescrystal@jones.com,135,Store 1,16,3,93.39,2025-10-01,Delivered,16
306,140,329,Brian Perez,Female,christophersteele@gmail.com,695.727.9083,"90254 Michael Flats Apt. 662, Williambury, SC 25973",39,Throw Interest,Toys,30,"Nelson, Morton and Medina",769.453.1473x7996,anthony52@lewis-salinas.com,39,Warehouse A,446,2,485.68,2025-10-01,Delivered,446
307,140,329,Brian Perez,Female,christophersteele@gmail.com,695.727.9083,"90254 Michael Flats Apt. 662, Williambury, SC 25973",260,Dark Draw,Garden,6,"Dyer, Potter and Mack",146-270-4828x14893,nathanielmartin@sellers.com,260,Warehouse A,223,2,123.73,2025-10-01,Delivered,223
308,141,69,John Pineda,Other,sarahcarlson@gilbert.org,+1-515-832-8182,"53355 Carter Terrace Suite 801, Seanbury, TX 42566",297,Capital Feel,Grocery,8,"Collins, Carney and Santos",871.331.5098x393,jonescrystal@jones.com,297,Warehouse A,302,1,450.11,2025-09-21,Delivered,302
309,141,69,John Pineda,Other,sarahcarlson@gilbert.org,+1-515-832-8182,"53355 Carter Terrace Suite 801, Seanbury, TX 42566",109,According Course,Toys,14,Stewart-Walton,079-911-8384,sarahibarra@wood.info,109,Warehouse A,274,1,255.18,2025-09-21,Delivered,274
310,141,69,John Pineda,Other,sarahcarlson@gilbert.org,+1-515-832-8182,"53355 Carter Terrace Suite 801, Seanbury, TX 42566",283,Manager Well,Garden,7,Koch-Decker,303-911-7182x2782,allison96@hickman.com,283,Warehouse B,179,1,176.66,2025-09-21,Delivered,179
311,142,99,Daniel Medina,Male,ana92@hale.net,4204394070,"510 Dillon Run Suite 368, West Toddside, HI 26567",277,Popular Feel,Toys,44,Williams Inc,556-238-6922x2196,tyleraguilar@murray.info,277,Store 1,381,3,275.73,2025-06-12,Shipped,381
312,142,99,Daniel Medina,Male,ana92@hale.net,4204394070,"510 Dillon Run Suite 368, West Toddside, HI 26567",77,Peace Or,Home,36,Mcdaniel LLC,+1-936-183-2421x0249,scott74@powell.info,77,Store 1,358,1,31.54,2025-06-12,Shipped,358
313,143,375,Melissa Johnson,Male,heatherpatrick@yahoo.com,446.634.5337x22010,"17221 Townsend Spurs, Bethfort, MT 16572",149,Month Operation,Toys,12,"Higgins, Moore and Phillips",9805009788,brianromero@jones.com,149,Warehouse B,402,2,206.01,2025-09-09,Delivered,402
314,144,368,Krista Barber,Other,kristin96@yahoo.com,628.720.3195x41966,"57303 Hampton Terrace Apt. 792, Randyberg, IN 58045",262,Find Three,Grocery,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,262,Store 1,441,2,346.24,2025-07-01,Pending,441
315,144,368,Krista Barber,Other,kristin96@yahoo.com,628.720.3195x41966,"57303 Hampton Terrace Apt. 792, Randyberg, IN 58045",204,Main Live,Toys,2,Wolfe LLC,235-116-1559x407,dudleynicholas@carter.com,204,Store 1,210,3,304.52,2025-07-01,Pending,210
316,145,173,Carol Brown,Female,carla65@hotmail.com,984.028.9141,"84639 Henson Junctions, Tiffanymouth, IA 87306",123,Area Clearly,Garden,16,Walters LLC,0524278680,jonesnicole@gardner.org,123,Warehouse A,23,4,488.22,2025-07-29,Delivered,23
317,145,173,Carol Brown,Female,carla65@hotmail.com,984.028.9141,"84639 Henson Junctions, Tiffanymouth, IA 87306",264,Spend Notice,Toys,19,Lin-Rasmussen,586-850-1429x401,yreed@graham-joyce.com,264,Store 2,293,1,352.98,2025-07-29,Delivered,293
318,146,388,Laura Middleton,Female,amadden@benjamin.net,(950)732-1464x49369,"67933 Williams Junction Suite 738, Trevorchester, AK 90905",92,Hard Through,Clothing,37,George Group,001-594-013-9904x9027,lmoon@graham.info,92,Warehouse B,374,2,291.56,2025-07-03,Shipped,374
319,146,388,Laura Middleton,Female,amadden@benjamin.net,(950)732-1464x49369,"67933 Williams Junction Suite 738, Trevorchester, AK 90905",248,Writer Become,Toys,4,Cohen Inc,056.413.9537,pwilkerson@thomas-taylor.net,248,Warehouse B,3,1,494.37,2025-07-03,Shipped,3
320,147,328,Sharon Sims,Female,robert06@bennett-kirby.com,001-749-060-7231x11271,"46484 Foley Green Apt. 163, New Meghanborough, NC 05179",250,Tax Care,Grocery,26,Robinson-Graham,6562729806,millerroy@white-green.com,250,Warehouse B,392,3,41.67,2025-08-26,Delivered,392
321,148,264,Dr. Daniel Brown,Other,penny85@alexander.com,723-229-0310x287,"304 Smith Vista, Amberton, IA 46340",190,Majority Somebody,Electronics,12,"Higgins, Moore and Phillips",9805009788,brianromero@jones.com,190,Store 2,204,1,133.78,2025-08-06,Shipped,204
322,149,343,Loretta Miller,Other,umorrison@yahoo.com,763-425-0733,"9782 Frye Oval Suite 983, New Cassie, VA 08439",106,Explain Scientist,Garden,7,Koch-Decker,303-911-7182x2782,allison96@hickman.com,106,Store 1,495,1,142.71,2025-06-08,Shipped,495
323,150,72,Jennifer Kelley,Female,jason53@whitehead-york.com,(239)431-2908,"1413 Lynn Knolls, Lake Diana, LA 81702",233,Respond Piece,Sports,34,Wilson-Jones,190.229.4131x8699,kimberlyjames@evans-chapman.biz,233,Warehouse A,452,2,215.62,2025-09-14,Shipped,452
324,151,128,Paul Villanueva,Other,nguyencorey@gutierrez.com,970.623.9726x5273,"52090 Taylor Walk Suite 762, Jeffreyport, GA 84124",166,Behavior Leave,Sports,30,"Nelson, Morton and Medina",769.453.1473x7996,anthony52@lewis-salinas.com,166,Warehouse A,381,2,475.27,2025-05-16,Shipped,381
325,152,121,Kristopher Shannon,Male,ericksondavid@anderson.org,(124)471-7465,"0665 Jonathan Via, Gregoryland, ID 80494",267,Great Under,Clothing,35,Carroll-Brown,001-133-412-3281x2067,ocarter@mann-warner.info,267,Warehouse A,207,1,341.86,2025-09-06,Delivered,207
326,152,121,Kristopher Shannon,Male,ericksondavid@anderson.org,(124)471-7465,"0665 Jonathan Via, Gregoryland, ID 80494",135,Message New,Toys,8,"Collins, Carney and Santos",871.331.5098x393,jonescrystal@jones.com,135,Store 1,16,1,93.39,2025-09-06,Delivered,16
327,152,121,Kristopher Shannon,Male,ericksondavid@anderson.org,(124)471-7465,"0665 Jonathan Via, Gregoryland, ID 80494",193,Responsibility Window,Toys,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,193,Store 1,160,4,397.37,2025-09-06,Delivered,160
328,153,169,Kevin Williams,Male,jason70@gmail.com,+1-510-679-4975,"922 Gill Shores Suite 251, Hughesfurt, ND 06506",40,Last Rich,Home,1,"Rodriguez, Figueroa and Sanchez",(181)960-0133,hoffmanjennifer@gardner.com,40,Warehouse A,316,3,359.57,2025-07-31,Delivered,316
329,154,294,Becky Foster,Male,duncangregory@wang.biz,+1-653-694-5515,"67747 Sandra Fall Suite 408, Kathrynburgh, CT 50747",115,Dinner However,Home,8,"Collins, Carney and Santos",871.331.5098x393,jonescrystal@jones.com,115,Warehouse A,241,1,449.16,2025-05-17,Shipped,241
330,155,185,Eric Ochoa,Male,janicebolton@hotmail.com,001-840-445-6690x7826,"3898 Sharp Mountain, Latoyamouth, ID 56703",177,Daughter Western,Sports,27,Gibson LLC,001-646-417-0805x31003,maryhowell@martinez.com,177,Store 2,251,1,259.91,2025-11-08,Shipped,251
331,156,342,Lisa George,Male,jenny25@hotmail.com,107.563.3535x7485,"325 Jean Ridge Apt. 379, Zamoramouth, CT 50851",4,Southern Once,Home,35,Carroll-Brown,001-133-412-3281x2067,ocarter@mann-warner.info,4,Warehouse B,471,1,297.29,2025-06-14,Delivered,471
